version,submission_id,episode_id,create_time,seat,opponent_submission,opponent_rating,our_rating_before,our_rating_after,won,went_first,opponent_family,opponent_deck_hash,exact_mirror,wall_family,turns,our_turns,our_prize_left,opp_prize_left,our_deck_left,opp_deck_left,our_bodies_left,board_out,deck_out,first_ready_turn,first_shadow_turn,first_attack_turn,opp_first_attack_turn,own_first_shadow_turn,own_first_ready_turn,gate_violation,shadow_attacks,attacks,grim_evolutions,rare_candies,adrena_brains,froslass_actions,froslass_true_evolutions,stamps,bosses,lillies,our_decisions,our_multi_pick,our_ends,our_overage_start,our_overage_end,our_overage_used,opp_overage_used,odd_status,steps
v22_b,55483874,92683107,2026-08-13T15:03:49.706692300Z,1,55464069,977.4167,977.1766,987.4568,1,second,Alakazam,cc38cb450b86770a,0,0,12,6,1,3,18,4,6,0,0,6,6,6,3,3,3,0,3,3,2,0,7,5,2,2,1,0,105,7,2,600.0,585.5526219999998,14.447,8.908,,201
v22_b,55483874,92684038,2026-08-13T15:07:46.911304500Z,0,55476841,992.0135,987.4568,977.7384,0,first,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,0,0,14,7,1,1,16,10,5,0,0,3,3,3,2,2,2,0,5,5,2,1,10,8,1,1,1,3,130,3,2,600.0,582.1566800000005,17.843,187.855,,221
v22_b,55483874,92684939,2026-08-13T15:11:47.000463300Z,0,55394382,1088.5426,977.7384,991.4227,1,first,Grimmsnarl (mirror),21c3f20980827cb2,0,0,13,7,1,6,21,16,6,0,0,3,3,3,6,2,2,0,6,6,2,1,7,0,0,0,2,3,98,4,1,600.0,589.122885,10.877,12.87,,198
v22_b,55483874,92685907,2026-08-13T15:15:46.648427Z,0,55481404,1035.5526,991.4227,1002.0546,1,first,Dragapult,202ee2cec6cbe8b4,0,0,13,7,2,6,21,7,6,0,0,7,9,9,6,5,4,1,2,2,2,0,11,8,1,1,1,2,103,5,4,600.0,587.3364320000001,12.664,24.907,,188
v22_b,55483874,92686847,2026-08-13T15:19:46.867514700Z,1,55471418,914.9155,1002.0546,1008.3255,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,14,7,1,1,13,29,5,0,0,8,8,8,3,4,4,0,4,4,2,1,13,0,0,2,2,3,136,4,3,600.0,584.0665330000003,15.933,4.376,,219
v22_b,55483874,92687848,2026-08-13T15:23:47.512294800Z,0,55473378,1047.7272,1008.3255,1000.8832,0,first,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,12,6,1,1,19,28,5,0,0,5,5,5,2,3,3,0,4,4,3,1,3,1,0,1,0,1,88,4,2,600.0,588.292614,11.707,137.659,,142
v22_b,55483874,92688404,2026-08-13T15:27:50.552470700Z,0,55486430,600.0,1000.8832,1002.25,1,first,other: Cynthia's Garchomp ex,8c194ba1f0107a4c,0,0,12,6,1,6,24,24,6,0,0,5,5,5,4,3,3,0,4,4,1,1,3,7,1,0,0,1,66,2,2,600.0,590.9450979999999,9.055,6.484,,121
v22_b,55483874,92688753,2026-08-13T15:27:51.152962700Z,0,55477051,1019.1425,1002.25,1011.0825,1,first,other: Fezandipiti ex,711c221c9cc49384,0,0,9,5,1,2,21,24,5,0,0,3,3,3,4,2,2,0,4,4,3,4,4,6,2,2,0,1,89,6,1,600.0,588.0213900000001,11.979,2.557,,157
v22_b,55483874,92690307,2026-08-13T15:35:46.476567600Z,1,55486258,1031.7178,1011.0825,1018.6277,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,14,7,1,2,19,15,5,0,0,8,8,8,7,4,4,0,4,4,2,0,6,3,2,2,1,3,103,7,3,600.0,587.120736,12.879,5.817,,196
v22_c,55486680,92691203,2026-08-13T15:39:46.661828100Z,0,55475219,748.6483,738.2049,836.9135,1,first,Archaludon,7966c4f7fc827422,0,0,13,7,1,3,19,32,6,0,0,3,3,3,2,2,2,0,6,6,3,1,4,0,0,1,0,1,92,5,1,600.0,588.8929250000001,11.107,339.313,,139
v22_c,55486680,92692156,2026-08-13T15:43:50.105002200Z,1,55475706,697.4333,600.0,738.2049,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,14,7,1,1,17,19,5,0,0,6,6,6,5,3,3,0,4,4,2,0,6,3,1,2,1,2,106,5,2,600.0,587.6832510000003,12.317,3.399,,203
v22_c,55486680,92693065,2026-08-13T15:47:50.817668500Z,1,55474401,717.5747,836.9135,894.0081,1,second,Alakazam,cc38cb450b86770a,0,0,10,5,1,3,21,11,5,0,0,4,6,6,5,3,2,1,3,3,2,1,4,2,1,1,1,1,86,3,2,600.0,588.8072719999999,11.193,11.294,,160
v22_c,55486680,92694015,2026-08-13T15:51:51.305110200Z,0,55222325,941.3348,894.0081,977.0194,1,first,Ogerpon,97df7a2a423da1d8,0,1,7,4,6,3,31,32,3,0,0,3,3,3,4,2,2,0,3,3,2,1,0,0,0,0,0,0,37,4,1,600.0,593.01656,6.983,1.328,,69
v22_c,55486680,92694947,2026-08-13T15:55:46.317321Z,0,55422691,905.9764,977.0194,1025.2261,1,first,Alakazam,cc38cb450b86770a,0,0,13,7,1,5,18,30,6,0,0,7,7,7,4,4,4,0,4,4,1,1,4,2,1,1,2,2,82,4,3,600.0,589.934124,10.066,18.257,,141
v22_c,55486680,92695888,2026-08-13T15:59:46.788009700Z,0,55480617,992.3599,1025.2261,1071.638,1,first,Dipplin,b957f91298535456,0,0,9,5,1,6,28,21,6,0,0,3,3,3,6,2,2,0,4,4,1,1,3,0,0,2,0,0,73,3,1,600.0,587.728787,12.271,25.256,,130
v22_c,55486680,92696827,2026-08-13T16:03:48.086035Z,1,55483292,1002.8731,1071.638,1106.6628,1,second,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,12,6,3,2,28,19,5,0,0,6,6,6,3,3,3,0,3,3,2,1,8,0,0,0,1,0,91,5,2,600.0,586.8758220000001,13.124,19.688,,154
v22_c,55486680,92697747,2026-08-13T16:07:46.381643400Z,0,55472438,1097.5645,1106.6628,1144.9672,1,first,Dragapult,202ee2cec6cbe8b4,0,0,13,7,1,3,18,16,5,0,0,5,5,3,2,3,3,0,3,4,3,0,6,1,1,2,1,0,113,5,2,600.0,585.4946980000001,14.505,9.217,,223
v22_c,55486680,92698693,2026-08-13T16:11:46.591230300Z,1,55484297,1081.8595,1100.3363,1128.9623,1,second,Dragapult,202ee2cec6cbe8b4,0,0,10,5,1,3,20,20,4,0,0,4,4,4,5,2,2,0,4,4,2,1,3,2,1,2,0,1,72,4,1,600.0,589.4785869999998,10.521,259.335,,164
v22_c,55486680,92699646,2026-08-13T16:15:46.425544400Z,0,55470304,1066.1538,1144.9672,1100.3363,0,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,12,6,1,1,18,24,4,0,0,3,3,3,2,2,2,0,5,5,2,1,3,4,1,2,0,2,91,4,1,600.0,590.0394259999996,9.961,14.296,,192
v22_c,55486680,92700593,2026-08-13T16:19:46.336591100Z,0,55476908,978.3297,1128.9623,1144.2573,1,first,Alakazam,cc38cb450b86770a,0,0,11,6,1,4,16,19,6,0,0,3,3,3,4,2,2,0,4,4,2,1,4,2,2,2,0,2,90,5,1,600.0,589.7098139999999,10.29,25.887,,162
v22_c,55486680,92701658,2026-08-13T16:23:52.117177900Z,0,55481866,1099.8047,1144.2573,1166.4249,1,first,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,15,8,2,3,17,23,5,0,0,7,9,9,2,5,4,1,4,4,3,2,15,0,0,1,1,2,141,2,4,600.0,586.591892000001,13.408,10.46,,203
v22_c,55486680,92702478,2026-08-13T16:27:47.135361400Z,0,55456208,1160.4071,1166.4249,1141.8322,0,first,Dragapult,202ee2cec6cbe8b4,0,0,8,4,6,5,42,24,0,1,0,,,3,2,,,0,0,3,0,0,0,0,0,0,2,0,18,0,1,600.0,594.6245200000001,5.375,12.829,,74
v22_c,55486680,92703425,2026-08-13T16:31:46.601379200Z,0,55481750,804.9956,1141.8322,1145.9413,1,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,9,5,2,2,29,23,4,0,0,3,3,3,4,2,2,0,2,2,2,2,8,0,0,0,0,1,90,6,2,600.0,588.281974,11.718,3.467,,150
v22_c,55486680,92704335,2026-08-13T16:35:46.501839Z,0,55481866,1094.7195,1145.9413,1120.4915,0,first,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,14,7,1,1,15,21,5,0,0,9,9,7,4,5,5,0,3,4,2,0,5,2,1,1,1,1,92,6,3,600.0,586.999623,13.0,14.537,,162
v22_c,55486680,92704474,2026-08-13T16:35:46.711356Z,0,55485728,1060.7804,1120.4915,1136.2895,1,first,Dragapult,202ee2cec6cbe8b4,0,0,11,6,1,4,21,18,5,0,0,3,3,3,8,2,2,0,4,4,2,1,5,0,0,1,2,2,90,5,1,600.0,587.9607339999999,12.039,19.913,,183
v22_c,55486680,92705291,2026-08-13T16:39:46.517210200Z,0,55485842,1132.8349,1136.2895,1117.6018,0,first,Alakazam,e452d606e1029229,0,0,14,7,4,2,18,20,5,0,0,5,5,5,6,3,3,0,2,2,3,1,0,0,0,1,1,3,81,2,5,600.0,588.724721,11.275,20.175,,150
v22_c,55486680,92706226,2026-08-13T16:43:52.163561700Z,1,55319855,734.7852,1117.6018,1071.0592,0,first,Archaludon,2b6a7dd699d2b6a5,0,0,14,7,4,2,20,28,3,0,0,11,11,3,2,6,6,0,2,3,1,0,3,0,0,2,1,2,75,2,4,600.0,590.843742,9.156,1.917,,130
v22_c,55486680,92707179,2026-08-13T16:47:48.323368300Z,0,55478798,1046.6026,1071.0592,1085.862,1,first,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,13,7,1,2,12,17,6,0,0,7,7,7,2,4,4,0,3,3,3,0,7,1,0,2,1,2,107,5,3,600.0,585.103589,14.896,13.353,,183
v22_c,55486680,92708110,2026-08-13T16:51:53.148010400Z,1,55474711,1036.4838,1086.5306,1099.1843,1,second,Dragapult,202ee2cec6cbe8b4,0,0,12,6,2,2,14,25,5,0,0,6,6,4,7,3,3,0,3,5,2,0,3,10,2,2,1,2,92,9,1,600.0,585.2041810000001,14.796,516.963,,181
v22_c,55486680,92709044,2026-08-13T16:55:57.070370200Z,1,53795267,587.6354,1085.862,1086.5306,1,second,other: Ethan's Typhlosion,17d0bf4e19b3539c,0,0,12,6,4,4,22,39,6,0,0,6,6,4,3,3,3,0,2,3,1,0,8,2,1,2,0,1,92,1,2,600.0,587.0392649999999,12.961,2.129,,123
v22_c,55486680,92709986,2026-08-13T16:59:57.131335900Z,1,55487080,1021.5688,1096.6863,1106.0943,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,14,7,1,1,17,16,3,0,0,4,4,4,3,2,2,0,6,6,2,1,8,0,0,1,2,2,124,5,1,600.0,582.5670430000001,17.433,480.819,,242
v22_c,55486680,92710917,2026-08-13T17:04:01.455451400Z,1,55457414,1010.5195,1099.1843,1079.767,0,second,Dragapult,202ee2cec6cbe8b4,0,0,11,5,2,1,11,13,3,0,0,4,4,4,5,2,2,0,4,4,2,1,2,2,1,2,1,3,88,5,1,600.0,587.1442110000002,12.856,16.165,,221
v22_c,55486680,92710940,2026-08-13T17:04:01.503830800Z,1,55486522,1150.3312,1079.767,1096.6863,1,second,other: Hydrapple ex,6e5a0a56c7ef2514,0,0,12,6,1,2,7,15,6,0,0,8,8,2,3,4,4,0,3,5,3,2,1,7,2,2,0,4,91,9,1,600.0,590.2687669999996,9.731,42.149,,168
v22_c,55486680,92711899,2026-08-13T17:07:57.904215500Z,0,55478562,985.2903,1106.0943,1113.7738,1,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,11,6,2,6,16,23,6,0,0,5,5,5,6,3,3,0,4,4,3,0,6,0,0,0,3,2,96,4,2,600.0,590.467907,9.532,13.58,,160
v22_c,55486680,92712787,2026-08-13T17:11:57.084444500Z,1,55472421,1117.2987,1113.7738,1101.7798,0,second,Alakazam,a2c42fb668c95e73,0,0,11,5,4,1,21,28,4,0,0,6,6,6,3,3,3,0,2,3,2,1,1,0,0,2,0,2,57,3,2,600.0,592.5715029999999,7.428,12.284,,129
v22_c,55486680,92713718,2026-08-13T17:15:58.540412600Z,0,55470068,1108.7972,1101.7798,1090.4226,0,first,Dragapult,42972e2eccd5e0aa,0,0,12,6,3,1,20,19,4,0,0,5,5,5,2,3,3,0,2,2,1,0,7,2,1,2,1,2,99,1,4,600.0,586.7475249999994,13.252,8.165,,222
v22_c,55486680,92714638,2026-08-13T17:19:58.800144800Z,0,55480716,1062.5762,1090.4226,1078.1526,0,first,Ogerpon,97df7a2a423da1d8,0,1,12,6,2,1,18,6,4,0,0,5,5,5,4,3,3,0,2,3,2,1,7,8,2,0,1,0,93,6,3,600.0,590.5634499999994,9.437,2.084,,184
v22_c,55486680,92715668,2026-08-13T17:23:58.235624200Z,1,55483539,1030.2646,1078.1526,1087.0595,1,second,Kangaskhan / Crustle,45fe95772327f96a,0,1,20,10,3,4,9,22,6,0,0,6,6,4,3,3,3,0,7,8,2,2,13,2,1,2,1,4,135,4,1,600.0,582.0824250000006,17.918,31.695,,192
v22_c,55486680,92716501,2026-08-13T17:27:58.655417100Z,0,55394382,1084.2362,1087.0595,1076.5876,0,first,Grimmsnarl (mirror),21c3f20980827cb2,0,0,16,8,1,1,20,17,4,0,0,5,5,5,6,3,3,0,5,5,2,0,7,4,1,0,2,0,113,4,3,600.0,580.564246,19.436,22.558,,247
v22_c,55486680,92717430,2026-08-13T17:31:57.216772400Z,1,55470304,1062.5651,1076.5876,1066.0888,0,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,13,6,6,1,23,24,3,0,0,10,10,10,5,5,5,0,2,2,1,1,7,1,1,2,0,2,79,1,4,600.0,587.6459060000003,12.354,20.849,,174
v22_c,55486680,92718368,2026-08-13T17:35:57.866796200Z,1,55469116,1003.3748,1066.0888,1054.1806,0,second,Dipplin,56fc5ee60f353d0f,0,0,7,3,6,1,27,33,3,0,0,,,2,3,,,0,0,1,0,0,1,2,1,0,0,3,43,1,2,600.0,593.596974,6.403,1.692,,81
v22_c,55486680,92719304,2026-08-13T17:39:57.709364800Z,1,55487952,956.0851,1054.1806,1060.2491,1,second,Dragapult,202ee2cec6cbe8b4,0,0,14,7,1,5,25,4,6,0,0,6,6,6,7,3,3,0,5,5,2,1,10,0,0,2,0,3,108,4,2,600.0,589.7722800000005,10.228,3.052,,214
v22_c,55486680,92720231,2026-08-13T17:43:59.805685100Z,1,55478562,981.4707,1060.2491,1048.5518,0,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,11,5,5,1,19,21,3,0,0,4,4,4,5,2,2,0,4,4,3,1,2,1,1,1,0,1,73,4,1,600.0,591.0286299999997,8.971,24.89,,188
v22_c,55486680,92721178,2026-08-13T17:47:58.306768700Z,0,55470423,1014.122,1048.5518,1056.2164,1,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,11,6,1,5,20,27,6,0,0,3,3,3,2,2,2,0,5,5,2,2,7,0,0,1,0,3,105,3,1,600.0,586.7605680000003,13.239,14.345,,170
v22_c,55486680,92722119,2026-08-13T17:51:57.783912100Z,1,55433719,1062.8178,1056.2164,1047.9409,0,second,Mega Lopunny / Froslass,a7ee29914c1dce64,0,0,13,6,6,1,20,23,4,0,0,6,6,6,3,3,3,0,2,3,1,1,9,3,1,1,1,2,93,2,3,600.0,587.742527,12.257,209.058,,169
v22_c,55486680,92723046,2026-08-13T17:55:57.653567500Z,1,55451490,988.5071,1047.9409,1037.8669,0,second,Ogerpon,97df7a2a423da1d8,0,1,13,6,2,2,6,10,5,0,0,4,4,4,7,2,2,0,3,3,3,2,4,7,2,3,0,3,99,7,3,600.0,587.8583859999998,12.142,2.944,,189
v22_c,55486680,92723988,2026-08-13T17:59:57.431240700Z,1,55235071,996.0422,1037.8669,1028.656,0,second,Ogerpon,8082e8c9bf7a67b4,0,1,11,5,2,1,17,14,4,0,0,6,6,6,3,3,3,0,2,2,2,1,4,8,2,1,1,2,83,7,3,600.0,590.818025,9.182,3.772,,169
v22_c,55486680,92724933,2026-08-13T18:03:59.827363500Z,1,55457414,1016.3436,1028.656,1020.5812,0,second,Dragapult,202ee2cec6cbe8b4,0,0,17,8,6,1,35,16,1,0,0,,,,3,,,0,0,0,0,1,4,0,0,1,2,0,56,0,8,600.0,593.3026580000001,6.697,13.685,,196
v22_c,55486680,92725901,2026-08-13T18:07:57.343251300Z,0,55480783,1005.3327,1020.5812,1012.6796,0,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,10,5,4,1,24,23,2,0,0,5,5,5,4,3,3,0,3,3,2,1,3,0,0,1,0,1,68,4,2,600.0,586.2454270000002,13.755,130.536,,167
v22_c,55486680,92732440,2026-08-13T18:40:50.891500100Z,0,55481763,1006.1884,1012.6796,1019.7796,1,first,Kangaskhan / Crustle,4717e5f31ba694d4,0,1,13,7,1,4,16,31,6,0,0,9,9,9,6,5,5,0,2,2,1,1,14,7,2,2,1,2,117,8,4,600.0,585.2588079999995,14.741,21.046,,163
v22_c,55486680,92736142,2026-08-13T18:56:52.007387300Z,1,55485252,995.2032,1019.7796,1026.2324,1,second,Alakazam,cc38cb450b86770a,0,0,10,5,1,1,19,15,5,0,0,4,4,4,5,2,2,0,3,3,3,1,7,5,1,2,1,2,99,3,2,600.0,589.4269430000004,10.573,9.536,,167
v22_c,55486680,92741679,2026-08-13T19:20:51.349742100Z,1,55378303,944.9866,1026.2324,1031.2674,1,second,Alakazam,cc38cb450b86770a,0,0,12,6,1,3,14,12,6,0,0,4,4,2,3,2,2,0,4,5,3,1,8,5,2,1,1,2,107,3,1,600.0,589.9731359999998,10.027,19.937,,187
v22_c,55486680,92746237,2026-08-13T19:42:55.094594300Z,1,55443555,956.3988,1031.2674,1022.5124,0,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,13,6,2,1,19,17,2,0,0,6,6,2,5,3,3,0,4,6,2,1,4,1,1,0,0,4,80,4,0,600.0,589.2503010000001,10.75,7.557,,214
v22_c,55486680,92750659,2026-08-13T20:02:57.596013Z,1,55489859,984.96,1022.5124,1028.0354,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,12,6,1,3,17,16,5,0,0,4,4,4,3,2,2,0,5,5,3,1,8,1,0,0,0,2,116,4,1,600.0,584.8554609999993,15.145,15.271,,207
v22_c,55486680,92755592,2026-08-13T20:22:57.532732300Z,0,55348111,986.8414,1028.0354,1033.5793,1,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,15,8,1,2,15,16,5,0,0,5,7,7,6,4,3,1,5,5,3,0,9,0,0,0,0,4,118,6,3,600.0,586.1734529999994,13.827,406.536,,228
v22_c,55486680,92760159,2026-08-13T20:42:57.316245200Z,1,55469066,1028.2847,1033.5793,1027.1176,0,second,Kangaskhan / Crustle,4717e5f31ba694d4,0,1,29,14,5,1,10,24,3,0,0,14,14,14,5,7,7,0,1,1,1,0,14,3,1,1,2,2,153,4,13,600.0,583.5319259999999,16.468,16.1,,224
v22_c,55486680,92765712,2026-08-13T21:06:56.281758400Z,1,55487305,1016.8163,1027.1176,1020.7161,0,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,11,5,4,2,19,30,3,0,0,6,6,6,3,3,3,0,3,3,3,1,2,0,0,2,0,0,80,6,2,600.0,588.292029,11.708,221.475,,153
v22_c,55486680,92768266,2026-08-13T21:18:56.457325800Z,1,55489068,1065.5299,1020.7161,1027.7561,1,second,Dragapult,202ee2cec6cbe8b4,0,0,12,6,1,4,15,20,5,0,0,10,10,10,3,5,5,0,2,2,2,0,8,5,1,2,1,3,105,5,4,600.0,587.5019359999993,12.498,39.498,,202
v22_c,55486680,92775867,2026-08-13T21:50:56.922171700Z,1,55490646,1025.5622,1027.7561,1033.5315,1,second,Kangaskhan / Crustle,d596ab33374df85f,0,1,10,5,6,4,19,43,6,0,0,8,8,8,5,4,4,0,2,2,1,0,5,4,2,2,0,2,74,2,3,600.0,590.087827,9.912,6.298,,99
v22_c,55486680,92780490,2026-08-13T22:12:39.441690200Z,1,55483539,1011.0004,1033.5315,1027.2735,0,second,Kangaskhan / Crustle,45fe95772327f96a,0,1,19,9,2,2,9,23,5,0,0,4,4,4,7,2,2,0,7,8,2,1,4,3,2,1,2,2,123,7,1,600.0,584.7163680000002,15.284,104.016,,191
v22_c,55486680,92780529,2026-08-13T22:12:39.473905100Z,0,55487406,1134.2696,1027.2735,1035.3111,1,first,Dragapult,202ee2cec6cbe8b4,0,0,13,7,1,1,17,7,3,0,0,7,7,3,2,4,4,0,4,5,2,0,4,5,2,1,1,1,103,4,2,600.0,586.6659749999998,13.334,158.038,,238
v22_c,55486680,92782964,2026-08-13T22:24:39.162177700Z,1,55491607,1014.5928,1035.3111,1040.1002,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,12,6,1,4,21,27,6,0,0,4,4,4,7,2,2,0,4,4,3,2,7,0,0,1,0,1,87,4,1,600.0,582.8226840000003,17.177,295.994,,157
v22_c,55486680,92785961,2026-08-13T22:36:40.852335900Z,1,55490240,998.969,1040.1002,1033.8361,0,second,Mega Lopunny / Froslass,6fa64c0e3b2eb67c,0,0,13,6,5,1,24,29,2,0,0,6,6,2,3,3,3,0,2,3,1,2,1,0,0,2,1,0,64,2,3,600.0,590.2542829999994,9.746,49.927,,133
v22_c,55486680,92793452,2026-08-13T23:08:41.759967200Z,1,55481059,1111.89,1033.8361,1029.9254,0,second,Kangaskhan / Crustle,f28177e6f00410a7,0,1,11,5,6,1,30,27,1,0,0,8,8,4,3,4,4,0,1,3,1,0,1,2,1,0,0,0,50,1,2,600.0,591.1942300000003,8.806,22.581,,96
v22_c,55486680,92796913,2026-08-13T23:24:39.407939100Z,1,55492347,1058.3348,1029.9254,1025.5181,0,second,other: Arboliva ex,82879abd3807469b,0,0,13,6,6,1,23,20,4,0,0,,,,3,,,0,0,0,0,0,3,2,1,0,1,2,52,3,6,600.0,590.8310169999999,9.169,31.695,,146
v22_c,55486680,92798770,2026-08-13T23:32:39.242639900Z,0,55492091,1020.2028,1025.5181,1020.4129,0,first,Dragapult,202ee2cec6cbe8b4,0,0,10,5,4,1,19,21,2,0,0,5,5,3,2,3,3,0,3,4,2,0,4,0,0,2,0,3,77,4,1,600.0,590.7472599999998,9.253,11.313,,192
v22_d,55486691,92691205,2026-08-13T15:39:46.662512400Z,1,53763244,608.1692,600.0,711.2227,1,second,Mega Lucario,d05bff224d40b9c6,0,0,12,6,1,1,20,11,6,0,0,6,6,6,5,3,3,0,4,4,3,0,5,1,1,1,1,1,91,4,2,600.0,586.7861420000003,13.214,3.199,,169
v22_d,55486691,92692137,2026-08-13T15:43:50.083183200Z,0,55482736,714.6579,711.2227,807.638,1,first,other: Dudunsparce,5979812c5a24e879,0,0,11,6,1,4,17,16,6,0,0,5,5,5,2,3,3,0,3,3,1,0,10,5,1,0,1,3,101,4,2,600.0,586.6327360000007,13.367,2.28,,179
v22_d,55486691,92693079,2026-08-13T15:47:50.832912600Z,0,55399493,801.8775,807.638,722.0082,0,first,Archaludon,2b6a7dd699d2b6a5,0,0,14,7,3,1,21,9,5,0,0,3,3,3,4,2,2,0,6,6,3,1,6,1,1,2,0,0,92,5,1,600.0,588.9070649999999,11.093,2.617,,169
v22_d,55486691,92693192,2026-08-13T15:47:51.000790900Z,0,55486120,910.1775,722.0082,833.0735,1,first,Mega Lucario,c3c16f0e65487ad6,0,0,11,6,1,2,18,11,5,0,0,3,3,3,2,2,2,0,5,5,3,1,5,0,0,2,0,2,87,5,1,600.0,588.9669789999998,11.033,2.648,,157
v22_d,55486691,92694031,2026-08-13T15:51:51.364369100Z,0,55444099,845.3073,833.0735,896.4275,1,first,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,15,8,1,3,18,9,5,0,0,7,7,7,8,4,4,0,5,5,3,3,8,0,0,0,1,3,118,4,3,600.0,584.7261239999997,15.274,4.349,,223
v22_d,55486691,92694969,2026-08-13T15:55:46.343039600Z,0,55482326,869.144,896.4275,942.419,1,first,Alakazam,65980f1c1e35b45d,0,0,9,5,2,2,18,19,5,0,0,7,7,7,4,4,4,0,2,2,2,1,8,4,1,2,1,2,98,3,3,600.0,587.8645580000001,12.135,56.49,,157
v22_d,55486691,92695903,2026-08-13T15:59:46.804832800Z,1,55435619,912.2911,942.419,982.0116,1,second,Alakazam,e452d606e1029229,0,0,10,5,1,3,17,16,6,0,0,4,4,4,3,2,2,0,4,4,2,1,4,2,1,2,0,2,90,3,1,600.0,588.6271070000003,11.373,6.353,,176
v22_d,55486691,92696837,2026-08-13T16:03:48.100705900Z,0,55478302,945.4784,982.0116,1015.7377,1,first,Alakazam,cc38cb450b86770a,0,0,11,6,1,4,28,26,4,0,0,3,5,5,4,3,2,1,4,4,1,1,1,0,0,1,1,0,55,3,2,600.0,589.6816260000003,10.318,38.851,,116
v22_d,55486691,92697765,2026-08-13T16:07:46.417657800Z,0,55441101,941.3968,1015.7377,972.525,0,first,Grimmsnarl (mirror),6ef5d9bc5407f2ae,0,0,16,8,1,1,13,11,3,0,0,7,7,7,6,4,4,0,5,5,3,0,6,1,0,2,1,3,115,5,3,600.0,584.450625,15.549,15.892,,228
v22_d,55486691,92698721,2026-08-13T16:11:46.619646300Z,1,55473460,935.5164,972.525,938.5004,0,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,13,6,3,2,26,17,3,0,0,8,8,8,7,4,4,0,3,3,2,0,2,0,0,0,1,2,69,4,3,600.0,588.6013160000002,11.399,24.133,,193
v22_d,55486691,92698755,2026-08-13T16:11:46.680252500Z,0,55486051,985.3695,965.5802,943.251,0,first,Dragapult,dfca0c2c2e73cd83,0,0,10,5,2,1,22,8,4,0,0,5,5,5,2,3,3,0,3,3,2,1,6,2,1,1,0,1,91,3,2,600.0,589.5829990000005,10.417,313.827,,215
v22_d,55486691,92699679,2026-08-13T16:15:46.555103500Z,1,55416382,936.7265,938.5004,965.5802,1,second,Grimmsnarl (mirror),9714ab5c3996f6cc,1,0,10,5,1,2,18,19,6,0,0,4,4,4,3,2,2,0,4,4,3,1,6,0,0,0,2,2,105,6,1,600.0,583.1874889999996,16.813,3.296,,183
v22_d,55486691,92700621,2026-08-13T16:19:46.381564400Z,0,55474870,929.2763,943.251,965.128,1,first,Mega Lucario,05f854e1b3b3ba0f,0,0,13,7,3,1,16,9,5,0,0,5,5,5,2,3,3,0,5,5,3,2,6,0,0,2,1,2,110,4,2,600.0,585.7422220000004,14.258,90.501,,196
v22_d,55486691,92701678,2026-08-13T16:23:51.878292600Z,0,54980667,701.6773,965.128,971.428,1,first,Archaludon,f230a047275c91a4,0,0,17,9,1,1,15,7,5,0,0,5,5,5,6,3,3,0,5,6,3,1,8,5,1,1,1,0,114,6,2,600.0,589.3203059999998,10.68,1.927,,194
v22_d,55486691,92702513,2026-08-13T16:27:47.196174600Z,0,55482623,929.4623,990.5822,967.1745,0,first,other: Hydrapple ex,f39b7a1dd837f526,0,0,10,5,2,1,13,11,5,0,0,3,3,3,2,2,2,0,3,3,3,2,5,4,2,1,1,2,100,6,2,600.0,589.1225710000001,10.877,14.575,,187
v22_d,55486691,92702559,2026-08-13T16:27:47.246910300Z,1,55486112,958.4412,971.428,990.5822,1,second,Kangaskhan / Crustle,cf8fcd7f8faf7330,0,1,18,9,3,3,8,26,6,0,0,4,4,2,3,2,2,0,7,9,1,1,14,3,2,2,2,5,152,3,0,600.0,584.2848080000001,15.715,4.64,,202
v22_d,55486691,92703471,2026-08-13T16:31:46.642040100Z,1,55421138,958.606,967.1745,948.6298,0,second,Ogerpon,0dede7cb8026e473,0,1,11,5,2,2,16,12,5,0,0,8,8,4,3,4,4,0,2,4,2,0,6,5,1,2,1,2,91,4,1,600.0,587.1942880000009,12.806,14.385,,181
